,longitude,latitude,total_rooms,total_bedrooms,population,households,median_income,median_house_value,housing_mdian_age
1819,-117.37,33.98,2862.0,772.0,1878.0,675.0,2.1151,96700.0,43.0
1820,-121.52,38.65,1269.0,233.0,494.0,231.0,3.9615,331300.0,17.0
1821,-118.46,34.07,2564.0,460.0,913.0,414.0,9.2225,500001.0,42.0
1822,-118.04,34.07,1382.0,315.0,1090.0,308.0,3.8125,174000.0,39.0
1823,-118.08,33.88,923.0,186.0,1014.0,204.0,3.825,159500.0,27.0
1824,-122.43,37.8,2788.0,813.0,1302.0,764.0,4.199,400000.0,52.0
1825,-119.29,34.37,1408.0,311.0,793.0,264.0,2.5441,161200.0,41.0
1826,-122.04,37.0,3365.0,644.0,796.0,333.0,2.9712,116600.0,52.0
1827,-115.57,32.79,1291.0,277.0,864.0,274.0,1.6667,68100.0,50.0
1828,-117.56,34.42,4264.0,749.0,2005.0,666.0,3.4695,138800.0,6.0
1829,-120.63,38.68,1821.0,316.0,769.0,266.0,3.0789,131700.0,14.0
1830,-118.32,34.09,2666.0,830.0,2297.0,726.0,1.676,208800.0,44.0
1831,-118.35,34.08,1710.0,350.0,727.0,355.0,4.5833,333900.0,52.0
1832,-122.27,37.51,1406.0,224.0,598.0,237.0,5.8964,414800.0,36.0
1833,-119.06,35.33,5264.0,1064.0,3278.0,1049.0,3.8117,82800.0,14.0
1834,-117.15,32.9,1681.0,381.0,1050.0,362.0,4.2008,176100.0,12.0
1835,-122.47,37.76,3200.0,689.0,1391.0,618.0,3.6346,338000.0,39.0
1836,-122.03,37.31,2885.0,859.0,1520.0,784.0,3.375,275700.0,19.0
1837,-119.31,36.32,2945.0,592.0,1419.0,532.0,2.5733,88800.0,23.0
1838,-120.58,38.77,2155.0,394.0,857.0,356.0,4.03,141200.0,15.0
1839,-117.21,34.49,2125.0,348.0,1067.0,360.0,3.6333,116200.0,14.0
1840,-122.08,37.65,1813.0,393.0,1093.0,374.0,3.6818,165400.0,35.0
1841,-122.25,40.15,1677.0,346.0,858.0,327.0,2.4375,59200.0,15.0
1842,-118.21,34.14,1681.0,407.0,1105.0,387.0,3.2222,186500.0,44.0
1843,-122.14,37.73,2619.0,403.0,922.0,393.0,4.6042,251900.0,51.0
1844,-121.59,39.77,1535.0,276.0,664.0,273.0,2.3068,97300.0,24.0
1845,-122.19,37.47,1371.0,263.0,589.0,301.0,4.8068,312300.0,44.0
1846,-120.44,34.95,3004.0,794.0,2601.0,747.0,2.2743,106400.0,38.0
1847,-121.78,37.31,1973.0,328.0,1047.0,303.0,6.234,292200.0,7.0
1848,-118.24,34.2,2067.0,452.0,1282.0,455.0,5.5756,309900.0,41.0
1849,-121.57,39.16,2033.0,375.0,914.0,330.0,2.6964,68500.0,33.0
1850,-119.84,36.83,2273.0,298.0,700.0,263.0,6.8645,195900.0,17.0
1851,-119.29,34.44,4314.0,878.0,2361.0,831.0,3.2279,243100.0,34.0
1852,-118.14,34.18,1700.0,317.0,996.0,329.0,3.9688,175000.0,52.0
1853,-119.57,36.1,1676.0,316.0,707.0,274.0,2.0595,60700.0,37.0
1854,-121.8,37.32,1829.0,346.0,1277.0,324.0,4.8092,217400.0,23.0
1855,-118.13,34.16,1596.0,314.0,1024.0,292.0,3.6719,227900.0,52.0
1856,-121.9,37.46,2385.0,513.0,1788.0,510.0,3.8421,220700.0,29.0
1857,-121.92,37.33,2962.0,557.0,1215.0,506.0,4.7768,301100.0,52.0
1858,-123.1,39.36,1056.0,248.0,611.0,226.0,1.746,105000.0,19.0
1859,-122.86,40.56,1350.0,300.0,423.0,172.0,1.7393,81300.0,12.0
1860,-122.44,37.75,3114.0,637.0,1144.0,591.0,4.0,375000.0,52.0
1861,-120.62,35.12,1240.0,294.0,768.0,288.0,2.655,160000.0,22.0
1862,-118.36,33.88,1388.0,336.0,930.0,287.0,2.7981,275000.0,22.0
1863,-118.36,33.82,5166.0,1313.0,2738.0,1239.0,3.3565,360800.0,26.0
1864,-118.27,33.77,1731.0,485.0,2115.0,478.0,1.5369,141300.0,39.0
1865,-122.28,37.9,2003.0,250.0,658.0,244.0,10.0825,397000.0,52.0
1866,-117.98,33.66,3527.0,547.0,1615.0,542.0,6.1624,279400.0,26.0
1867,-118.21,33.93,354.0,73.0,184.0,58.0,2.7679,108900.0,39.0
1868,-120.43,37.35,1613.0,203.0,673.0,213.0,5.9378,212200.0,15.0
1869,-120.96,37.48,1256.0,212.0,682.0,236.0,2.9844,135900.0,32.0
1870,-117.33,34.12,933.0,219.0,838.0,211.0,1.3417,69000.0,33.0
1871,-119.81,36.78,1650.0,313.0,660.0,298.0,3.0,79700.0,36.0
1872,-118.38,34.05,3517.0,879.0,1632.0,784.0,3.0956,500001.0,35.0
1873,-117.96,33.8,1984.0,420.0,1119.0,387.0,3.4821,231300.0,33.0
1874,-118.43,34.24,1279.0,241.0,987.0,233.0,4.0057,172700.0,37.0
1875,-117.87,33.79,2546.0,545.0,1543.0,521.0,4.192,219900.0,25.0
1876,-124.18,40.79,1398.0,311.0,788.0,279.0,1.4668,64600.0,40.0
1877,-117.24,32.83,3109.0,501.0,949.0,368.0,7.4351,445700.0,18.0
1878,-121.57,37.0,7241.0,1225.0,4168.0,1138.0,4.5714,260300.0,18.0
1879,-117.37,33.19,861.0,213.0,486.0,204.0,4.1875,185000.0,38.0
1880,-121.89,37.46,1519.0,186.0,705.0,186.0,10.3798,500001.0,5.0
1881,-122.68,38.01,1865.0,392.0,825.0,369.0,4.2011,255400.0,41.0
1882,-118.31,34.02,2217.0,489.0,1227.0,448.0,1.6851,108800.0,46.0
1883,-118.29,33.89,2138.0,567.0,1072.0,528.0,2.7428,208900.0,33.0
1884,-117.3,34.12,1018.0,261.0,736.0,215.0,2.6,66900.0,43.0
1885,-117.3,33.85,3991.0,751.0,2317.0,657.0,2.9542,127900.0,15.0
1886,-117.35,33.16,1331.0,305.0,580.0,193.0,3.975,500001.0,22.0
1887,-122.43,37.76,2242.0,459.0,751.0,464.0,4.75,500001.0,52.0
1888,-119.01,35.39,1820.0,459.0,1134.0,419.0,1.8289,59400.0,29.0
1889,-121.57,37.01,1448.0,393.0,1066.0,357.0,2.0625,170300.0,44.0
1890,-122.42,37.65,4402.0,894.0,2941.0,887.0,3.8565,239800.0,39.0
1891,-122.43,37.78,2246.0,587.0,1277.0,546.0,2.9792,350000.0,49.0
1892,-118.13,33.9,1477.0,305.0,788.0,291.0,3.625,195800.0,36.0
1893,-118.06,33.82,2637.0,462.0,965.0,415.0,4.5833,190900.0,25.0
1894,-119.22,34.34,3128.0,672.0,1815.0,648.0,2.9821,175700.0,29.0
1895,-121.51,38.55,1485.0,278.0,531.0,291.0,2.7885,137200.0,46.0
1896,-121.42,38.5,7740.0,1539.0,4333.0,1397.0,3.025,87900.0,24.0
1897,-122.26,37.85,2202.0,434.0,910.0,402.0,3.2031,281500.0,52.0
1898,-118.4,33.87,6712.0,1441.0,2803.0,1394.0,5.2276,434500.0,26.0
1899,-118.38,33.89,1778.0,330.0,732.0,312.0,6.5745,379300.0,35.0
1900,-119.95,36.96,1996.0,379.0,1327.0,356.0,2.6087,96000.0,18.0
1901,-118.12,34.02,1789.0,528.0,1429.0,517.0,1.8906,224500.0,32.0
1902,-117.9,36.95,99.0,26.0,51.0,22.0,1.7292,137500.0,19.0
1903,-116.28,32.84,382.0,128.0,194.0,69.0,2.5179,58800.0,18.0
1904,-122.45,37.77,1722.0,465.0,885.0,437.0,3.0906,500001.0,52.0
1905,-121.62,39.76,2063.0,559.0,934.0,529.0,1.7788,85800.0,14.0
1906,-122.0,38.35,745.0,116.0,300.0,115.0,3.6176,158500.0,24.0
1907,-121.71,39.25,1871.0,321.0,806.0,294.0,4.0,101400.0,37.0
1908,-119.19,34.22,3175.0,736.0,2460.0,775.0,3.125,219900.0,26.0
1909,-118.06,33.91,2863.0,701.0,1489.0,621.0,3.2031,180700.0,21.0
1910,-118.0,33.93,1288.0,240.0,758.0,250.0,4.9205,173900.0,35.0
1911,-118.26,34.11,2183.0,510.0,1445.0,503.0,3.6667,210900.0,47.0
1912,-118.51,34.26,2472.0,354.0,1109.0,397.0,5.5433,332500.0,29.0
1913,-117.96,33.98,1259.0,184.0,599.0,170.0,5.7407,302200.0,25.0
1914,-123.39,38.99,1416.0,294.0,812.0,258.0,3.4063,109400.0,28.0
1915,-121.69,38.16,1808.0,363.0,824.0,340.0,3.2937,96400.0,33.0
1916,-121.93,37.32,2711.0,728.0,1607.0,724.0,3.0,184700.0,51.0
1917,-117.26,33.26,4609.0,798.0,2582.0,746.0,4.3429,173900.0,9.0
1918,-121.41,38.53,1058.0,224.0,588.0,231.0,2.9737,72100.0,37.0
1919,-117.9,33.9,3821.0,576.0,1430.0,568.0,6.9399,349600.0,18.0
1920,-118.54,36.12,4103.0,882.0,356.0,171.0,2.1029,99100.0,11.0
1921,-117.24,32.82,2467.0,332.0,731.0,335.0,7.2559,392300.0,20.0
1922,-121.9,37.24,7521.0,1364.0,3970.0,1318.0,4.4004,255800.0,24.0
1923,-118.17,33.87,1937.0,445.0,1339.0,440.0,3.0319,162800.0,49.0
1924,-117.31,33.16,5846.0,894.0,2282.0,801.0,5.5956,247800.0,4.0
1925,-118.41,34.17,2027.0,428.0,879.0,402.0,4.692,330900.0,35.0
1926,-118.38,34.22,362.0,100.0,348.0,102.0,2.2679,150000.0,32.0
1927,-117.16,33.73,2381.0,454.0,1323.0,477.0,2.6322,140700.0,10.0
1928,-119.71,34.4,3782.0,771.0,1742.0,751.0,4.0451,395100.0,27.0
1929,-117.36,33.2,2447.0,482.0,1405.0,486.0,3.2917,150800.0,26.0
1930,-118.21,33.8,1251.0,279.0,1053.0,278.0,3.2778,150800.0,41.0
1931,-120.93,39.9,1511.0,328.0,791.0,320.0,2.0221,70900.0,20.0
1932,-118.13,33.84,1895.0,294.0,881.0,293.0,6.3364,307400.0,48.0
1933,-118.27,33.93,570.0,135.0,466.0,121.0,2.6458,91300.0,41.0
1934,-118.05,33.78,2356.0,330.0,937.0,326.0,6.6264,359100.0,25.0
1935,-118.43,34.27,1002.0,250.0,1312.0,249.0,3.024,148000.0,36.0
1936,-118.37,33.91,1742.0,283.0,812.0,282.0,5.6704,303700.0,35.0
1937,-122.5,37.75,2298.0,457.0,1429.0,477.0,4.0217,272400.0,46.0
1938,-118.3,34.01,1908.0,428.0,1271.0,394.0,2.5885,136200.0,52.0
1939,-119.16,34.15,3204.0,644.0,2295.0,614.0,3.9485,196600.0,23.0
1940,-117.04,32.68,1320.0,270.0,943.0,260.0,5.0947,152700.0,14.0
1941,-121.4,38.61,1994.0,347.0,782.0,355.0,4.1488,136400.0,37.0
1942,-118.03,33.93,2470.0,416.0,1386.0,411.0,5.2736,179500.0,35.0
1943,-119.89,34.44,2786.0,470.0,1669.0,462.0,5.5184,268300.0,25.0
1944,-120.88,38.58,3417.0,604.0,1703.0,623.0,4.0827,170700.0,8.0
1945,-118.21,33.79,2020.0,613.0,2557.0,562.0,2.1397,145300.0,32.0
1946,-121.46,38.57,1625.0,419.0,614.0,383.0,2.0549,156700.0,52.0
1947,-122.02,37.31,2629.0,433.0,1301.0,431.0,6.083,341400.0,34.0
1948,-118.5,34.16,3547.0,523.0,1187.0,500.0,7.139,424000.0,34.0
1949,-121.32,38.66,1149.0,193.0,500.0,194.0,5.078,163400.0,26.0
1950,-118.09,33.89,991.0,215.0,717.0,219.0,4.0926,164400.0,42.0
1951,-118.39,33.82,3433.0,918.0,1526.0,828.0,4.5817,500001.0,30.0
1952,-118.0,33.96,2414.0,323.0,878.0,305.0,9.1541,453800.0,37.0
1953,-117.26,33.19,2342.0,595.0,1518.0,545.0,2.9469,216100.0,4.0
1954,-122.47,37.87,4471.0,618.0,1315.0,582.0,11.5706,500001.0,36.0
1955,-117.06,32.71,2681.0,596.0,1947.0,553.0,2.8964,104300.0,25.0
1956,-117.44,33.93,1371.0,236.0,715.0,227.0,4.375,129900.0,33.0
1957,-118.12,33.99,2296.0,534.0,1777.0,507.0,2.5395,191000.0,26.0
1958,-118.15,34.18,2230.0,488.0,1985.0,456.0,2.2328,142100.0,46.0
1959,-120.43,34.69,2054.0,373.0,1067.0,358.0,3.6023,128300.0,33.0
1960,-120.84,37.53,3643.0,706.0,2070.0,697.0,3.1523,141800.0,14.0
1961,-122.07,37.13,1127.0,199.0,543.0,199.0,4.9792,240000.0,26.0
1962,-118.41,33.96,1044.0,219.0,567.0,222.0,4.1471,284400.0,32.0
1963,-121.51,38.79,1716.0,323.0,850.0,282.0,2.9324,137500.0,29.0
1964,-117.33,33.19,3672.0,845.0,1827.0,796.0,2.9716,173600.0,15.0
1965,-116.54,33.87,3648.0,1035.0,1687.0,581.0,1.9167,70400.0,16.0
1966,-118.5,34.2,4249.0,933.0,2047.0,909.0,4.1304,229100.0,18.0
1967,-118.3,33.75,1957.0,517.0,1454.0,526.0,3.5056,203100.0,23.0
1968,-117.99,33.73,2104.0,421.0,1181.0,414.0,3.8365,250900.0,24.0
1969,-118.11,33.89,2508.0,594.0,1549.0,545.0,3.2069,236500.0,34.0
1970,-122.73,38.43,2677.0,691.0,1880.0,664.0,2.1864,143200.0,29.0
1971,-119.64,36.34,2958.0,670.0,1504.0,627.0,1.8606,56700.0,32.0
1972,-116.87,34.24,4419.0,822.0,622.0,267.0,3.9688,182800.0,15.0
1973,-118.22,33.98,2283.0,809.0,3032.0,832.0,2.4387,175000.0,34.0
1974,-122.34,37.97,392.0,109.0,287.0,81.0,6.0426,110000.0,19.0
1975,-118.08,33.82,4259.0,588.0,1644.0,581.0,6.2519,345700.0,26.0
1976,-117.7,33.48,16590.0,2696.0,6223.0,2357.0,6.3088,340300.0,6.0
1977,-118.22,33.88,1149.0,280.0,1016.0,250.0,2.125,101900.0,37.0
1978,-120.97,38.91,4341.0,716.0,1978.0,682.0,4.8311,172200.0,7.0
1979,-122.25,37.8,2468.0,864.0,1335.0,773.0,1.3929,193800.0,29.0
1980,-118.41,33.88,925.0,254.0,371.0,227.0,5.2533,500001.0,40.0
1981,-117.04,32.69,1790.0,356.0,1286.0,347.0,3.5437,115800.0,27.0
1982,-122.41,38.16,1549.0,301.0,863.0,275.0,2.7457,254700.0,37.0
1983,-120.25,37.93,493.0,76.0,196.0,68.0,3.375,134100.0,13.0
1984,-121.98,38.39,9488.0,1417.0,4095.0,1335.0,5.1781,191900.0,3.0
1985,-122.47,37.72,1176.0,286.0,564.0,258.0,3.2059,350000.0,47.0
1986,-118.18,34.13,2902.0,460.0,1007.0,420.0,6.1953,363000.0,39.0
1987,-118.09,33.99,2787.0,639.0,1923.0,614.0,3.5757,177900.0,35.0
1988,-121.94,37.75,5121.0,735.0,2464.0,761.0,6.6204,296100.0,16.0
1989,-117.07,32.74,1901.0,392.0,1099.0,406.0,2.7661,113900.0,38.0
1990,-118.14,34.04,1966.0,391.0,1120.0,362.0,3.7109,198800.0,40.0
1991,-122.41,37.81,1178.0,545.0,592.0,441.0,3.6728,500001.0,25.0
1992,-117.71,33.63,1641.0,354.0,945.0,318.0,3.4261,219700.0,16.0
1993,-119.64,34.43,3045.0,570.0,1002.0,488.0,5.623,500001.0,34.0
1994,-118.1,33.98,1927.0,482.0,1623.0,479.0,3.5268,152000.0,33.0
1995,-122.04,37.39,8745.0,2211.0,3959.0,2019.0,4.7685,280100.0,5.0
1996,-122.03,37.18,212.0,38.0,78.0,21.0,6.0622,390000.0,10.0
1997,-122.3,37.56,1379.0,228.0,750.0,227.0,5.5381,282000.0,36.0
1998,-117.36,33.92,9376.0,1181.0,3570.0,1107.0,8.5326,315200.0,7.0
1999,-121.38,37.88,1158.0,226.0,1094.0,224.0,2.6842,156300.0,44.0
2000,-119.98,38.93,1194.0,272.0,494.0,203.0,2.3281,85800.0,28.0
2001,-117.16,32.71,845.0,451.0,1230.0,375.0,1.0918,22500.0,52.0
2002,-122.36,37.93,1258.0,254.0,885.0,229.0,3.05,121600.0,17.0
2003,-118.23,34.17,4524.0,1005.0,2099.0,937.0,3.5781,366700.0,37.0
2004,-118.47,34.1,8041.0,1141.0,2768.0,1106.0,11.1978,500001.0,32.0
2005,-124.14,40.8,1373.0,312.0,872.0,306.0,2.5,72600.0,32.0
2006,-117.8,33.55,2067.0,428.0,724.0,377.0,5.8371,500001.0,35.0
2007,-118.02,34.12,1778.0,288.0,870.0,281.0,6.5784,408500.0,38.0
2008,-122.74,38.48,4174.0,670.0,1882.0,647.0,4.551,178300.0,12.0
2009,-118.34,33.83,1761.0,329.0,965.0,329.0,5.399,358500.0,34.0
2010,-120.68,35.29,1354.0,293.0,753.0,290.0,3.25,225000.0,37.0
2011,-122.45,37.64,6326.0,1025.0,3444.0,984.0,6.2498,353300.0,19.0
2012,-122.04,37.62,1032.0,173.0,453.0,176.0,6.396,208500.0,35.0
2013,-122.79,38.54,3986.0,737.0,1887.0,687.0,3.7768,213800.0,5.0
2014,-117.22,32.86,16289.0,4585.0,7604.0,4176.0,3.6287,280800.0,4.0
2015,-120.08,39.61,1404.0,247.0,544.0,201.0,2.7778,72900.0,32.0
2016,-118.36,34.15,3545.0,698.0,1221.0,651.0,4.3,500001.0,41.0
2017,-121.36,38.56,6225.0,938.0,3064.0,947.0,5.2881,138000.0,17.0
2018,-122.32,41.31,1393.0,294.0,521.0,249.0,1.1915,71900.0,45.0
2019,-121.59,39.75,908.0,206.0,481.0,211.0,2.2,80800.0,20.0
2020,-117.3,34.15,942.0,166.0,401.0,174.0,3.8594,90800.0,45.0
2021,-117.71,33.65,3774.0,456.0,1587.0,430.0,8.6088,307400.0,16.0
2022,-118.31,34.26,1444.0,246.0,624.0,239.0,5.76,239400.0,37.0
2023,-122.04,36.98,1076.0,206.0,495.0,201.0,2.9286,258300.0,51.0
2024,-118.26,34.24,1535.0,283.0,816.0,287.0,6.1873,312100.0,35.0
2025,-118.28,33.96,882.0,221.0,697.0,189.0,1.8472,99100.0,39.0
2026,-123.5,39.67,2124.0,450.0,1122.0,446.0,2.1793,71500.0,22.0
2027,-117.19,33.14,3652.0,923.0,1677.0,728.0,2.3267,92000.0,12.0
2028,-121.12,38.86,3949.0,717.0,1683.0,686.0,3.3802,216500.0,17.0
2029,-118.41,34.21,2215.0,459.0,1594.0,446.0,4.0167,193200.0,35.0
2030,-116.54,33.82,9482.0,2501.0,2725.0,1300.0,1.5595,115600.0,12.0
2031,-121.61,39.76,2431.0,512.0,1026.0,427.0,2.5428,85000.0,31.0
2032,-121.99,37.92,1780.0,224.0,764.0,226.0,9.0243,427700.0,14.0
2033,-122.06,37.54,6483.0,1068.0,3526.0,1060.0,5.0838,248200.0,20.0
2034,-122.08,37.72,2476.0,368.0,1048.0,367.0,5.6194,274700.0,32.0
2035,-118.93,36.1,2988.0,681.0,1654.0,576.0,2.3792,90000.0,19.0
2036,-122.78,38.97,5175.0,971.0,2144.0,792.0,3.0466,97300.0,11.0
2037,-121.22,37.97,1514.0,337.0,1121.0,337.0,2.401,58400.0,37.0
2038,-121.47,38.61,1372.0,360.0,850.0,328.0,1.6331,67500.0,35.0
2039,-122.31,37.54,1340.0,281.0,660.0,284.0,4.163,393800.0,49.0
2040,-122.0,37.3,3429.0,524.0,1518.0,520.0,7.218,400700.0,29.0
2041,-122.41,37.8,812.0,252.0,629.0,247.0,2.5875,500001.0,52.0
2042,-118.29,34.05,1102.0,448.0,1325.0,439.0,1.5972,168800.0,34.0
2043,-118.61,34.15,4491.0,815.0,1696.0,749.0,4.9102,319100.0,32.0
2044,-116.48,33.84,5480.0,1371.0,1050.0,485.0,1.7204,137500.0,5.0
2045,-118.26,33.78,1672.0,491.0,1723.0,462.0,2.0458,174500.0,27.0
2046,-117.34,34.51,5667.0,1385.0,2447.0,1199.0,2.3617,103100.0,6.0
2047,-122.46,37.67,3372.0,1101.0,2049.0,1021.0,4.1303,146500.0,16.0
2048,-118.35,34.11,7478.0,1678.0,2701.0,1500.0,4.1717,500001.0,33.0
2049,-117.3,34.1,589.0,130.0,504.0,137.0,1.775,63400.0,44.0
2050,-118.44,34.15,1778.0,251.0,641.0,251.0,10.0549,500001.0,44.0
2051,-118.63,34.18,1646.0,242.0,697.0,233.0,6.6689,433000.0,32.0
2052,-117.95,33.76,3956.0,812.0,3196.0,795.0,4.3512,191400.0,24.0
2053,-122.25,37.45,2999.0,365.0,927.0,369.0,10.2811,500001.0,34.0
2054,-117.59,33.65,1793.0,390.0,897.0,386.0,4.2463,182800.0,4.0
2055,-114.49,33.97,2809.0,635.0,83.0,45.0,1.6154,87500.0,17.0
2056,-118.51,34.2,2871.0,581.0,1350.0,535.0,3.7049,227500.0,34.0
2057,-122.03,38.01,3228.0,562.0,1666.0,588.0,4.5707,175900.0,27.0
2058,-118.43,33.99,2092.0,451.0,1190.0,429.0,3.8021,323000.0,45.0
2059,-122.51,37.76,2345.0,624.0,1439.0,614.0,2.8448,268900.0,43.0
2060,-119.55,36.69,1551.0,423.0,1519.0,406.0,1.7132,55900.0,21.0
2061,-122.24,38.15,6817.0,1188.0,4163.0,1135.0,4.4529,144100.0,10.0
2062,-117.87,34.02,3552.0,575.0,2120.0,573.0,6.4333,271500.0,16.0
2063,-122.13,37.7,4124.0,1054.0,2162.0,998.0,2.6321,223100.0,21.0
2064,-121.33,38.6,4260.0,607.0,1635.0,640.0,6.2817,288200.0,25.0
2065,-121.91,37.47,5377.0,744.0,2759.0,760.0,6.868,337300.0,13.0
2066,-118.53,34.04,1711.0,264.0,735.0,261.0,9.1078,500001.0,45.0
2067,-121.33,38.0,4474.0,929.0,2177.0,884.0,3.2889,98900.0,32.0
2068,-117.85,34.06,3128.0,497.0,1406.0,472.0,7.5286,462700.0,24.0
2069,-118.43,35.12,1968.0,376.0,930.0,360.0,3.2632,99800.0,8.0
2070,-118.07,33.97,1265.0,273.0,1052.0,253.0,4.8929,156200.0,36.0
2071,-117.16,32.78,2515.0,488.0,1594.0,515.0,3.7381,165000.0,34.0
2072,-116.29,34.18,4203.0,966.0,1756.0,695.0,2.182,60800.0,15.0
2073,-120.66,35.29,2272.0,629.0,1689.0,649.0,1.7031,195000.0,16.0
2074,-119.79,36.77,1610.0,410.0,1000.0,397.0,2.0357,60200.0,30.0
2075,-122.14,37.75,1334.0,200.0,579.0,202.0,6.8323,255900.0,33.0
2076,-122.32,37.97,1595.0,292.0,991.0,300.0,4.6937,134100.0,33.0
2077,-119.8,36.83,1560.0,261.0,709.0,258.0,4.3315,95800.0,17.0
2078,-117.33,33.16,3559.0,552.0,1533.0,545.0,4.0585,245500.0,29.0
2079,-121.86,37.23,4337.0,670.0,1936.0,652.0,5.8904,271400.0,24.0
2080,-122.24,37.81,2093.0,550.0,918.0,483.0,2.7477,243800.0,52.0
2081,-120.85,37.77,423.0,110.0,295.0,94.0,1.3583,85200.0,10.0
2082,-116.95,33.79,2399.0,546.0,1726.0,542.0,1.8845,77700.0,20.0
2083,-117.22,33.22,2134.0,643.0,1555.0,560.0,1.7217,175000.0,16.0
2084,-122.23,40.17,1401.0,331.0,651.0,299.0,2.225,64700.0,21.0
2085,-118.45,34.03,2083.0,528.0,993.0,481.0,4.0231,353900.0,41.0
2086,-118.99,35.27,444.0,102.0,242.0,87.0,1.1528,150000.0,32.0
2087,-117.58,33.87,1511.0,272.0,773.0,265.0,3.5313,142100.0,34.0
2088,-118.65,36.57,1431.0,416.0,570.0,225.0,1.4821,143300.0,20.0
2089,-121.4,38.66,880.0,150.0,1148.0,148.0,2.5062,112500.0,50.0
2090,-119.46,35.86,1750.0,374.0,1113.0,338.0,1.505,42700.0,22.0
2091,-118.22,33.98,2643.0,737.0,2784.0,711.0,2.5352,184400.0,32.0
2092,-118.38,33.82,3053.0,623.0,1311.0,589.0,5.1589,439200.0,35.0
2093,-117.77,33.69,1666.0,341.0,479.0,336.0,2.1406,55000.0,16.0
2094,-118.46,34.18,1819.0,465.0,1336.0,419.0,3.4583,253200.0,35.0
2095,-122.42,37.79,670.0,301.0,655.0,284.0,3.4423,117500.0,6.0
2096,-118.31,33.77,5776.0,956.0,2757.0,936.0,6.6447,416800.0,20.0
2097,-121.67,37.13,3269.0,483.0,1383.0,452.0,5.6205,300800.0,19.0
2098,-121.33,38.57,1621.0,350.0,706.0,338.0,2.3684,150000.0,17.0
2099,-120.83,37.52,1488.0,252.0,773.0,259.0,4.1859,150000.0,6.0
2100,-118.12,33.99,2316.0,559.0,2012.0,544.0,2.8155,176800.0,27.0
2101,-118.11,34.07,1270.0,299.0,1073.0,278.0,3.3088,186600.0,39.0
2102,-122.67,38.24,2644.0,464.0,1372.0,450.0,5.0544,261800.0,29.0
2103,-117.29,34.09,1451.0,387.0,1178.0,330.0,1.1806,68300.0,24.0
2104,-121.8,37.19,1797.0,303.0,870.0,281.0,4.5417,434500.0,45.0
2105,-120.3,37.97,3243.0,619.0,1408.0,566.0,2.474,120100.0,17.0
2106,-120.45,34.65,1182.0,243.0,733.0,251.0,3.1442,131600.0,21.0
2107,-119.29,34.23,2486.0,608.0,709.0,523.0,2.9018,275000.0,22.0
2108,-118.34,34.02,1609.0,371.0,896.0,389.0,2.5156,136600.0,49.0
2109,-117.94,33.8,2757.0,734.0,1811.0,707.0,2.8,214300.0,23.0
2110,-116.85,34.26,5395.0,1220.0,981.0,366.0,2.6094,92400.0,19.0
2111,-117.89,33.76,1050.0,210.0,723.0,201.0,4.8,192700.0,34.0
2112,-118.29,34.03,1084.0,287.0,1085.0,279.0,2.135,119600.0,27.0
2113,-118.12,34.06,1729.0,438.0,1308.0,412.0,2.5321,197200.0,35.0
2114,-121.41,38.6,5407.0,1467.0,2523.0,1265.0,2.0471,104200.0,16.0
2115,-120.62,35.13,3971.0,803.0,1792.0,723.0,2.7128,209900.0,26.0
2116,-118.18,33.8,2301.0,621.0,2114.0,561.0,2.0579,132700.0,42.0
2117,-117.51,34.16,718.0,98.0,119.0,50.0,4.1,315000.0,2.0
2118,-118.16,34.03,2201.0,636.0,2682.0,595.0,2.359,143400.0,40.0
2119,-118.17,34.11,1758.0,436.0,892.0,447.0,3.6406,278900.0,39.0
2120,-117.69,33.65,5394.0,748.0,2383.0,706.0,7.5619,302000.0,15.0
2121,-122.2,37.77,1547.0,415.0,1024.0,341.0,2.0562,102000.0,41.0
2122,-121.33,37.96,1619.0,340.0,906.0,339.0,2.5488,80300.0,42.0
2123,-121.84,38.13,596.0,105.0,212.0,94.0,4.2813,81300.0,33.0
2124,-117.76,34.05,2910.0,819.0,3055.0,782.0,1.9029,98000.0,36.0
2125,-122.43,37.79,3219.0,969.0,1152.0,830.0,4.2042,500001.0,52.0
2126,-122.32,37.57,3384.0,819.0,2626.0,793.0,3.2285,234800.0,33.0
2127,-118.16,34.07,3836.0,777.0,2118.0,754.0,3.6364,254600.0,42.0
2128,-124.09,40.95,2250.0,484.0,1248.0,472.0,2.5893,99600.0,18.0
2129,-121.99,38.35,1778.0,339.0,839.0,319.0,2.4659,102900.0,45.0
2130,-122.72,38.42,3604.0,734.0,2605.0,704.0,3.0969,143800.0,26.0
2131,-122.11,37.66,2544.0,643.0,2332.0,603.0,3.2091,150000.0,29.0
2132,-121.84,36.62,32.0,8.0,27.0,10.0,2.225,150000.0,26.0
2133,-118.18,34.12,2640.0,737.0,1795.0,655.0,2.369,173400.0,29.0
2134,-122.45,38.27,5024.0,881.0,1994.0,838.0,4.2237,262300.0,25.0
2135,-117.91,33.65,1328.0,377.0,762.0,344.0,2.2222,276800.0,17.0
2136,-116.47,33.77,4300.0,767.0,1557.0,669.0,4.4107,122500.0,26.0
2137,-122.41,37.73,2604.0,573.0,1703.0,507.0,3.4231,230200.0,42.0
2138,-119.78,36.8,2200.0,493.0,1243.0,431.0,1.8514,66500.0,34.0
2139,-119.71,34.36,1706.0,276.0,628.0,243.0,4.1842,364000.0,34.0
